,Date,Unix,Ticker,DE Ratio
108,2013-05-18 16:55:09,1368910509.0,cpb,390.39
109,2013-05-16 09:17:15,1368710235.0,crm,27.96
110,2013-05-25 08:18:14,1369484294.0,csc,86.46
111,2013-04-26 01:19:47,1366953587.0,csco,29.34
112,2013-05-13 09:58:51,1368453531.0,csx,100.75
113,2013-04-26 17:42:40,1367012560.0,ctas,61.46
114,2013-05-13 01:08:36,1368421716.0,ctl,110.25
115,2013-05-08 10:17:28,1368022648.0,cvs,25.29
116,2013-04-26 03:16:13,1366960573.0,cvx,8.85
117,2013-04-29 15:49:09,1367264949.0,d,197.49
118,2013-04-25 03:51:25,1366876285.0,dd,115.34
119,2013-05-10 01:45:27,1368164727.0,dds,41.83
120,2013-04-25 03:06:17,1366873577.0,de,436.23
121,2013-05-11 13:16:20,1368292580.0,dell,84.9
122,2013-05-08 14:20:54,1368037254.0,df,695.75
123,2013-05-21 08:53:09,1369140789.0,dfs,204.73
124,2013-05-18 11:06:51,1368889611.0,dg,55.7
125,2013-05-07 08:52:46,1367931166.0,dgx,80.64
126,2013-05-16 16:55:48,1368737748.0,dhi,87.43
127,2013-04-25 03:17:06,1366874226.0,dhr,22.64
128,2013-08-07 21:54:11,1375926851.0,dis,38.37
129,2013-05-21 10:24:04,1369146244.0,disca,102.45
130,2013-05-18 11:04:29,1368889469.0,dks,1.02
131,2013-07-02 10:50:50,1372776650.0,dlph,85.54
132,2013-05-12 16:13:24,1368389604.0,dltr,16.27
133,2013-05-12 21:32:54,1368408774.0,dlx,141.64
134,2013-05-14 02:00:40,1368511240.0,dnr,61.42
135,2013-05-15 17:09:32,1368652172.0,do,32.32
136,2013-05-10 13:11:15,1368205875.0,dov,60.74
137,2013-04-25 00:57:15,1366865835.0,dow,95.87
138,2013-05-11 10:07:02,1368281222.0,dps,124.92
139,2013-05-13 07:51:51,1368445911.0,dri,142.15
140,2013-04-30 10:32:23,1367332343.0,dte,105.58
141,2013-04-25 02:58:20,1366873100.0,duk,99.23
142,2013-04-25 04:44:46,1366879486.0,dva,190.15
143,2013-05-15 16:25:33,1368649533.0,dvn,61.66
144,2013-05-09 21:01:37,1368147697.0,ea,28.29
145,2013-05-16 18:36:59,1368743819.0,ebay,21.39
146,2013-05-10 02:43:39,1368168219.0,ecl,100.03
147,2013-05-08 20:58:33,1368061113.0,ed,100.78
148,2013-05-09 06:01:19,1368093679.0,efx,79.35
149,2013-06-28 03:39:32,1372405172.0,eix,88.86
150,2013-05-15 18:18:47,1368656327.0,el,42.07
151,2013-05-10 13:21:21,1368206481.0,emc,7.11
152,2013-05-10 15:20:32,1368213632.0,emn,150.03
153,2013-05-13 08:03:38,1368446618.0,emr,51.94
154,2013-06-02 08:22:37,1370175757.0,eog,45.91
155,2013-07-01 01:13:08,1372655588.0,eqr,112.7
156,2013-05-13 16:28:49,1368476929.0,eqt,63.81
157,2013-05-08 22:20:39,1368066039.0,esrx,61.14
158,2013-05-10 05:03:29,1368176609.0,esv,40.03
159,2013-04-25 16:53:28,1366923208.0,etfc,125.72
160,2013-05-12 10:24:52,1368368692.0,etn,66.59
161,2013-05-14 09:04:10,1368536650.0,etr,141.9
162,2013-05-10 11:49:26,1368200966.0,ew,12.1
163,2013-05-11 09:56:22,1368280582.0,exc,94.01
164,2013-05-18 20:38:45,1368923925.0,expe,47.59
165,2013-05-24 04:30:36,1369384236.0,expr,53.57
166,2013-05-16 18:18:52,1368742732.0,f,599.03
167,2013-08-19 06:01:14,1376906474.0,fb,17.55
168,2013-04-25 01:58:55,1366869535.0,fcx,46.19
169,2013-05-13 03:43:46,1368431026.0,fdo,49.04
170,2013-05-09 10:56:41,1368111401.0,fdx,13.92
171,2013-05-10 14:01:11,1368208871.0,fe,146.24
172,2013-05-12 05:27:18,1368350838.0,fis,67.84
173,2013-05-12 03:16:34,1368342994.0,fisv,115.79
174,2013-05-21 07:50:53,1369137053.0,fl,5.6
175,2013-05-05 19:05:15,1367795115.0,flir,16.3
176,2013-04-26 18:34:57,1367015697.0,flr,15.79
177,2013-05-06 01:01:03,1367816463.0,fls,59.91
178,2013-04-25 05:44:22,1366883062.0,flws,12.77
179,2013-05-15 01:20:53,1368595253.0,fmc,86.1
180,2013-04-26 13:17:02,1366996622.0,fosl,6.28
181,2013-05-17 23:38:43,1368848323.0,fslr,15.32
182,2013-05-11 08:06:27,1368273987.0,fti,89.08
183,2013-05-07 08:20:11,1367929211.0,ftr,217.09
184,2013-05-13 16:01:20,1368475280.0,gas,124.77
185,2013-04-25 03:46:03,1366875963.0,gci,56.15
186,2013-05-15 13:43:39,1368639819.0,gd,33.75
187,2013-08-20 07:59:46,1376999986.0,ge,300.69
188,2013-05-11 18:45:58,1368312358.0,ges,1.0
189,2013-05-22 20:34:36,1369269276.0,gild,76.96
190,2013-05-08 21:02:05,1368061325.0,gis,95.22
191,2013-05-11 17:28:31,1368307711.0,glw,13.71
192,2013-05-21 07:46:14,1369136774.0,gm,47.92
193,2013-05-18 02:47:29,1368859649.0,gmcr,14.62
194,2013-05-14 23:43:02,1368589382.0,gnw,52.04
195,2013-08-18 08:54:27,1376830467.0,goog,10.4
196,2013-05-23 15:53:40,1369338820.0,gpc,29.75
197,2013-05-09 14:04:18,1368122658.0,gps,43.06
198,2013-05-11 10:25:56,1368282356.0,grpn,0.15
199,2013-05-18 00:48:39,1368852519.0,gs,601.11
200,2013-05-12 08:43:13,1368362593.0,gt,505.45
201,2013-05-21 08:34:50,1369139690.0,gww,17.2
202,2013-04-29 10:56:11,1367247371.0,hal,30.63
203,2013-07-01 01:24:02,1372656242.0,har,17.95
204,2013-05-30 05:03:24,1369904604.0,has,106.38
205,2013-05-12 00:43:02,1368333782.0,hcn,80.83
206,2013-05-12 08:05:40,1368360340.0,hcp,79.37
207,2013-04-26 08:59:21,1366981161.0,hd,60.81
208,2013-05-13 15:25:44,1368473144.0,hes,32.75
209,2013-05-21 10:08:44,1369145324.0,hig,30.88
210,2013-05-20 09:20:49,1369056049.0,hog,199.3
211,2013-05-07 09:15:06,1367932506.0,hon,56.26
212,2013-05-30 10:27:14,1369924034.0,hot,52.23
213,2013-05-11 03:47:31,1368258451.0,hp,4.67
214,2013-05-16 10:23:30,1368714210.0,hpq,121.28
215,2013-05-15 01:18:56,1368595136.0,hrb,209.75
216,2013-05-18 11:29:19,1368890959.0,hrl,8.52
217,2013-05-13 02:02:15,1368424935.0,hrs,114.84
218,2013-05-23 10:55:46,1369320946.0,hsp,58.51
219,2013-05-23 19:18:01,1369351081.0,hst,75.96
220,2013-05-11 20:29:28,1368318568.0,hsy,170.17
221,2013-05-07 11:17:21,1367939841.0,hum,31.62
222,2013-05-16 13:28:56,1368725336.0,ibm,173.82
223,2013-05-06 09:49:06,1367848146.0,ice,24.2
224,2013-04-25 05:07:29,1366880849.0,iff,82.33
225,2013-06-01 04:17:51,1370074671.0,igt,147.23
226,2013-05-16 16:17:06,1368735426.0,intc,26.08
227,2013-04-25 07:49:26,1366890566.0,intu,17.87
228,2013-04-25 17:40:58,1366926058.0,ip,183.5
229,2013-05-23 16:16:32,1369340192.0,ipg,82.17
230,2013-05-17 04:27:46,1368779266.0,ir,44.18
231,2013-04-25 02:03:52,1366869832.0,irm,329.05
232,2013-08-12 11:38:26,1376321906.0,itw,49.58
233,2013-05-18 12:07:17,1368893237.0,ivz,64.89
234,2013-04-25 03:38:04,1366875484.0,jbl,80.96
235,2013-05-07 09:18:47,1367932727.0,jci,54.51
236,2013-06-21 14:09:59,1371838199.0,jcp,133.5
237,2013-05-12 13:48:14,1368380894.0,jdsu,15.13
238,2013-05-13 13:08:13,1368464893.0,jec,11.28
239,2013-09-03 05:46:30,1378201590.0,jnj,21.51
240,2013-05-10 17:01:24,1368219684.0,jnpr,14.16
241,2013-05-15 01:22:24,1368595344.0,joy,49.95
242,2013-05-13 03:02:38,1368428558.0,jwn,163.67
243,2013-05-18 08:59:54,1368881994.0,k,265.87
244,2013-05-12 01:16:11,1368335771.0,kim,88.28
245,2013-06-19 18:48:25,1371682105.0,klac,21.68
246,2013-05-11 12:30:21,1368289821.0,kmb,140.98
247,2013-08-16 20:42:06,1376700126.0,kmi,124.72
248,2013-06-19 09:08:06,1371647286.0,kmx,205.65
249,2013-04-25 02:28:42,1366871322.0,ko,106.76
250,2013-05-12 14:53:56,1368384836.0,kr,210.7
251,2013-05-11 16:54:11,1368305651.0,krft,279.14
252,2013-05-11 11:38:56,1368286736.0,kss,75.28
253,2013-05-07 10:13:33,1367936013.0,ksu,45.72
254,2013-04-25 07:56:03,1366890963.0,l,37.36
255,2013-05-09 09:12:44,1368105164.0,leg,80.23
256,2013-05-16 14:59:53,1368730793.0,len,125.02
257,2013-05-07 09:00:10,1367931610.0,lh,82.98
258,2013-05-23 17:08:07,1369343287.0,life,51.15
259,2013-05-13 10:59:38,1368457178.0,lll,65.34
260,2013-04-25 06:09:02,1366884542.0,lltc,86.41
261,2013-04-26 01:11:39,1366953099.0,lly,37.44
262,2013-04-25 19:10:01,1366931401.0,lm,28.24
263,2013-05-14 08:59:56,1368536396.0,lnc,37.65
264,2013-05-15 15:02:59,1368644579.0,low,65.51
265,2013-05-07 11:23:09,1367940189.0,lrcx,28.5
266,2013-05-10 11:29:43,1368199783.0,luk,26.62
267,2013-05-12 00:06:02,1368331562.0,luv,43.7
268,2013-05-12 12:21:16,1368375676.0,lyb,37.87
269,2013-05-07 11:32:23,1367940743.0,m,114.53
270,2013-04-25 02:13:39,1366870419.0,ma,0.74
271,2013-05-09 23:00:31,1368154831.0,mac,154.01
272,2013-05-11 18:05:13,1368309913.0,mas,732.73
273,2013-05-13 08:14:02,1368447242.0,mat,54.29
274,2013-05-10 01:56:13,1368165373.0,mcd,84.04
275,2013-05-11 06:30:56,1368268256.0,mchp,50.86
276,2013-04-25 02:16:08,1366870568.0,mck,58.56
277,2013-04-25 02:56:49,1366873009.0,mco,356.41
278,2013-05-21 08:01:56,1369137716.0,mcp,93.98
279,2013-04-25 03:48:07,1366876087.0,mdlz,60.23
280,2013-04-26 06:49:38,1366973378.0,mdt,64.43
281,2013-05-25 07:34:16,1369481656.0,met,97.32
282,2013-05-14 19:18:57,1368573537.0,mgm,173.76
283,2013-06-21 23:22:59,1371871379.0,mhfi,42.23
284,2013-06-04 17:17:16,1370380636.0,mkc,71.3
285,2013-04-25 02:13:35,1366870415.0,mmc,44.17
286,2013-05-10 19:25:32,1368228332.0,mmm,32.04
287,2013-04-25 05:34:28,1366882468.0,mo,433.15
288,2013-05-09 07:59:13,1368100753.0,molx,16.01
289,2013-04-25 10:41:14,1366900874.0,mon,16.39
290,2013-05-16 21:47:49,1368755269.0,mos,8.16
291,2013-04-29 14:44:32,1367261072.0,mpc,27.77
292,2013-05-13 21:44:03,1368495843.0,mrk,37.09
293,2013-05-11 21:27:22,1368322042.0,mro,37.72
294,2013-05-17 03:56:16,1368777376.0,ms,578.31
295,2013-05-21 15:59:00,1369166340.0,msft,19.25
296,2013-04-25 08:13:59,1366892039.0,msi,56.63
297,2013-05-07 10:21:07,1367936467.0,mu,45.87
298,2013-05-25 11:43:44,1369496624.0,mur,27.44
299,2013-04-25 13:59:17,1366912757.0,mwv,74.04
300,2013-05-08 18:31:55,1368052315.0,myl,196.46
301,2013-05-16 15:35:44,1368732944.0,nbl,48.12
302,2013-05-11 00:21:18,1368246078.0,nbr,72.35
303,2013-05-12 03:59:16,1368345556.0,ndaq,37.79
304,2013-05-10 12:41:26,1368204086.0,ne,55.92
305,2013-05-10 11:44:07,1368200647.0,nee,172.35
306,2013-05-20 09:22:07,1369056127.0,nem,37.31
307,2013-08-09 07:43:04,1376048584.0,nflx,45.22
308,2013-05-23 20:11:38,1369354298.0,nfx,109.45
309,2013-04-25 06:24:37,1366885477.0,ni,145.89
310,2013-05-23 12:07:07,1369325227.0,nile,4.49
311,2013-09-05 17:16:45,1378415805.0,nke,12.44
312,2013-05-16 19:14:20,1368746060.0,nly,690.84
313,2013-05-25 12:10:25,1369498225.0,noc,41.63
314,2013-05-16 23:05:40,1368759940.0,nok,62.65
315,2013-05-16 17:34:48,1368740088.0,nov,21.03
316,2013-05-11 13:35:41,1368293741.0,nrg,148.61
317,2013-08-15 04:10:17,1376554217.0,nsc,84.51
318,2013-05-20 09:21:08,1369056068.0,ntap,48.38
319,2013-05-11 08:18:19,1368274699.0,nu,97.52
320,2013-05-23 18:41:55,1369348915.0,nue,47.07
321,2013-05-08 17:42:29,1368049349.0,nvda,0.39
322,2013-05-13 03:54:20,1368431660.0,nwl,106.24
323,2013-05-12 11:58:30,1368374310.0,nwsa,48.6
324,2013-05-08 10:24:27,1368023067.0,nyx,39.57
325,2013-05-12 23:37:11,1368416231.0,oi,337.4
326,2013-05-09 12:58:17,1368118697.0,oke,168.3
327,2013-06-08 08:40:38,1370695238.0,omc,115.81
328,2013-09-03 23:47:25,1378266445.0,orcl,40.97
329,2013-06-05 10:25:35,1370442335.0,orly,52.88
330,2013-05-16 16:15:57,1368735357.0,oxy,18.62
331,2013-04-25 06:46:53,1366886813.0,pbi,987.07
332,2013-05-14 22:32:25,1368585145.0,pcar,152.28
333,2013-05-10 03:42:42,1368171762.0,pcg,101.56
334,2013-04-26 01:17:38,1366953458.0,pcl,241.21
335,2013-05-12 10:28:05,1368368885.0,pcln,34.97
336,2013-05-12 11:17:24,1368371844.0,pcp,38.68
337,2013-05-12 19:33:44,1368401624.0,pdco,57.39
338,2013-05-11 01:49:21,1368251361.0,peg,75.63
339,2013-05-18 08:35:29,1368880529.0,pep,130.88
340,2013-05-11 21:37:03,1368322623.0,petm,48.26
341,2013-04-29 12:28:07,1367252887.0,pfe,45.9
342,2013-05-23 16:13:06,1369339986.0,pfg,28.7
343,2013-09-01 19:40:02,1378078802.0,pg,45.91
344,2013-06-26 01:48:56,1372225736.0,pgr,33.67
345,2013-05-13 10:50:31,1368456631.0,ph,55.87
346,2013-05-16 21:53:50,1368755630.0,phm,114.4
347,2013-05-09 17:44:04,1368135844.0,pki,55.97
348,2013-05-14 23:33:45,1368588825.0,pld,72.4
349,2013-04-25 02:16:56,1366870616.0,pll,41.67
350,2013-05-09 12:44:00,1368117840.0,pnr,40.96
351,2013-05-15 10:24:06,1368627846.0,pnw,82.54
352,2013-05-10 16:25:35,1368217535.0,pom,136.58
353,2013-05-10 01:51:45,1368165105.0,ppg,67.47
354,2013-04-25 08:12:56,1366891976.0,ppl,192.12
355,2013-05-11 11:15:30,1368285330.0,prgo,62.5
356,2013-05-11 15:48:45,1368301725.0,pru,97.63
357,2013-05-25 07:42:02,1369482122.0,psa,1.63
358,2013-04-25 02:25:59,1366871159.0,psx,33.52
359,2013-04-25 00:24:35,1366863875.0,pwr,0.0
360,2013-05-10 12:17:11,1368202631.0,px,127.95
361,2013-05-22 23:38:27,1369280307.0,pxd,41.61
362,2013-05-07 11:34:33,1367940873.0,qcom,0.06
363,2013-07-05 14:15:42,1373048142.0,qep,102.6
364,2013-05-07 09:24:20,1367933060.0,r,257.9
365,2013-04-25 03:22:37,1366874557.0,rai,96.92
366,2013-05-07 10:15:11,1367936111.0,rdc,43.63
367,2013-05-07 10:16:46,1367936206.0,rhi,0.18
368,2013-05-07 08:12:44,1367928764.0,rl,7.27
369,2013-05-07 07:32:30,1367926350.0,rok,56.47
370,2013-04-25 03:56:44,1366876604.0,rop,54.83
371,2013-05-07 08:17:59,1367929079.0,rost,8.49
372,2013-05-07 08:58:19,1367931499.0,rrc,130.08
373,2013-05-07 11:40:22,1367941222.0,rsg,90.93
374,2013-05-22 23:12:01,1369278721.0,rsh,126.81
375,2013-05-07 09:56:09,1367934969.0,rtn,55.92
376,2013-04-26 03:38:02,1366961882.0,s,343.46
377,2013-05-25 08:03:21,1369483401.0,sai,49.58
378,2013-05-09 00:55:07,1368075307.0,sbux,10.32
379,2013-05-23 18:42:15,1369348935.0,scg,133.86
380,2013-05-12 16:39:44,1368391184.0,schl,25.11
381,2013-04-25 05:55:45,1366883745.0,schw,16.33
382,2013-05-13 09:21:54,1368451314.0,sd,97.53
383,2013-06-04 14:30:44,1370370644.0,se,143.53
384,2013-05-12 21:34:26,1368408866.0,see,323.14
385,2013-05-14 04:29:47,1368520187.0,shld,98.36
386,2013-05-14 10:23:17,1368541397.0,shw,93.98
387,2013-05-15 13:19:09,1368638349.0,sial,14.98
388,2013-04-25 16:49:59,1366922999.0,siri,60.28
389,2013-05-17 14:04:15,1368813855.0,sjm,39.32
390,2013-05-13 14:33:18,1368469998.0,sks,31.27
391,2013-05-11 07:16:34,1368270994.0,slb,31.02
392,2013-05-08 19:59:36,1368057576.0,sna,53.04
393,2013-04-25 05:57:47,1366883867.0,sndk,23.51
394,2013-05-21 08:12:38,1369138358.0,sne,44.06
395,2013-04-25 05:40:32,1366882832.0,sni,61.13
396,2013-05-08 20:49:55,1368060595.0,so,115.76
397,2013-05-23 13:52:27,1369331547.0,spg,321.99
398,2013-05-11 12:34:20,1368290060.0,spls,32.42
399,2013-05-23 18:32:00,1369348320.0,srcl,78.3
400,2013-05-10 01:26:45,1368163605.0,sre,113.08
401,2013-05-11 02:58:08,1368255488.0,stj,87.46
402,2013-04-25 08:37:05,1366893425.0,stx,96.34
403,2013-05-14 14:09:19,1368554959.0,stz,116.64
404,2013-05-17 17:28:12,1368826092.0,swk,73.16
405,2013-05-10 13:24:23,1368206663.0,swn,55.27
406,2013-05-09 22:00:34,1368151234.0,swy,206.04
407,2013-06-05 00:26:36,1370406396.0,syk,32.78
408,2013-04-25 08:14:04,1366892044.0,symc,59.66
409,2013-05-02 05:04:39,1367485479.0,syy,63.35
410,2013-08-18 06:44:43,1376822683.0,t,87.97
411,2013-05-07 11:39:26,1367941166.0,tap,58.41
412,2013-05-09 06:27:21,1368095241.0,tdc,15.46
413,2013-04-25 05:36:05,1366882565.0,te,129.71
414,2013-05-09 15:54:44,1368129284.0,teg,92.42
415,2013-05-09 22:32:40,1368153160.0,tel,39.18
416,2013-06-26 13:46:05,1372268765.0,ter,9.87
417,2013-05-12 12:08:01,1368374881.0,tgt,106.58
418,2013-05-12 22:40:23,1368412823.0,thc,501.57
419,2013-05-16 07:39:15,1368704355.0,tibx,61.81
420,2013-05-12 23:33:22,1368416002.0,tif,36.74
421,2013-05-13 08:02:09,1368446529.0,tjx,21.13
422,2013-05-09 09:37:38,1368106658.0,tm,110.41
423,2013-04-25 03:17:20,1366874240.0,tmk,30.0
424,2013-05-17 00:54:52,1368766492.0,tmo,45.63
425,2013-05-16 21:50:50,1368755450.0,trip,48.9
426,2013-04-29 12:21:35,1367252495.0,trv,22.86
427,2013-08-15 16:17:31,1376597851.0,tsla,94.32
428,2013-05-13 08:04:24,1368446664.0,tsn,39.52
429,2013-05-30 10:02:25,1369922545.0,tso,31.21
430,2013-04-25 01:02:19,1366866139.0,tss,15.67
431,2013-05-16 22:42:43,1368758563.0,twc,386.4
432,2013-05-13 00:07:36,1368418056.0,twx,64.82
433,2013-05-14 09:35:05,1368538505.0,txn,51.89
434,2013-05-23 18:29:55,1369348195.0,txt,118.81
435,2013-05-23 19:16:41,1369351001.0,tyc,31.46
436,2013-05-12 08:25:31,1368361531.0,ua,7.17
437,2013-04-26 02:05:35,1366956335.0,unh,53.17
438,2012-07-29 22:25:46,1343615146.0,unm,36.14
439,2013-08-19 06:03:49,1376906629.0,unp,47.79
440,2013-04-25 02:13:27,1366870407.0,ups,273.08
441,2013-05-16 08:18:14,1368706694.0,utx,82.05
442,2013-04-25 02:16:13,1366870573.0,vale,43.21
443,2013-05-12 03:27:49,1368343669.0,var,14.63
444,2013-05-12 16:50:28,1368391828.0,vfc,39.57
445,2013-05-07 08:34:37,1367930077.0,viab,126.85
446,2013-05-15 19:05:23,1368659123.0,vlo,38.96
447,2013-05-25 07:54:59,1369482899.0,vmc,71.77
448,2013-04-29 14:38:02,1367260682.0,vno,131.57
449,2013-05-09 21:13:23,1368148403.0,vprt,118.25
450,2013-04-30 18:29:07,1367360947.0,vtr,90.36
451,2013-09-06 01:19:11,1378444751.0,vz,57.08
452,2013-05-11 11:37:15,1368286635.0,wag,33.51
453,2013-04-25 00:49:05,1366865345.0,wat,80.27
454,2013-04-26 15:17:53,1367003873.0,wdc,25.8
455,2013-05-09 19:10:09,1368141009.0,wec,122.14
456,2013-05-11 11:58:49,1368287929.0,wfm,0.74
457,2013-05-17 17:56:44,1368827804.0,whr,53.47
458,2013-04-25 04:41:52,1366879312.0,win,825.19
459,2013-05-08 18:36:08,1368052568.0,wlp,63.15
460,2013-05-09 18:29:11,1368138551.0,wm,149.63
461,2013-06-05 03:30:07,1370417407.0,wmb,134.83
462,2013-09-02 11:16:26,1378134986.0,wmt,74.14
463,2013-05-11 06:40:27,1368268827.0,wpo,26.79
464,2013-06-27 14:49:04,1372358944.0,wpx,30.23
465,2013-04-25 07:29:18,1366889358.0,wu,428.37
466,2013-05-07 08:32:23,1367929943.0,wy,96.7
467,2013-04-25 05:44:18,1366883058.0,wyn,236.41
468,2013-05-14 09:55:11,1368539711.0,x,113.34
469,2013-05-15 19:59:53,1368662393.0,xel,120.96
470,2013-05-13 18:46:02,1368485162.0,xl,14.13
471,2013-05-11 18:40:59,1368312059.0,xlnx,31.14
472,2013-05-16 17:56:57,1368741417.0,xom,7.75
473,2013-04-30 06:46:23,1367318783.0,xray,76.36
474,2013-05-09 21:27:09,1368149229.0,xrx,71.19
475,2013-05-11 12:20:05,1368289205.0,xyl,59.07
